Text,One_Hot_Label,Emotion_Label,Character_Count,Word_Count
when my one year old son gives me a spontaneous kiss,"[1, 0, 0, 0, 0, 0, 0]",joy,53,11
when someone close to me is travelling by car and is delayed,"[0, 1, 0, 0, 0, 0, 0]",fear,61,12
when someone does something wrong which affects me negatively,"[0, 0, 1, 0, 0, 0, 0]",anger,62,9
when i think about my parents getting old,"[0, 0, 0, 1, 0, 0, 0]",sadness,42,8
i do not have the time for other people problems my mother in law is sometimes depressed and i do not have the time the desire or the strength to help,"[0, 0, 0, 0, 0, 0, 1]",guilt,156,29
an ex colleague asked me if i was interested in working in their accounts bureau they needed clever people and he had immediately thought of me,"[1, 0, 0, 0, 0, 0, 0]",joy,152,25
i was driving and a deer suddenly appeared in front of the car when there was a lot of traffic behind me,"[0, 1, 0, 0, 0, 0, 0]",fear,105,22
i saw a report on t v news on apartheid in south africa,"[0, 0, 1, 0, 0, 0, 0]",anger,56,12
when my girlfriend became pregnant,"[1, 0, 0, 0, 0, 0, 0]",joy,35,5
when i nearly collided with another car,"[0, 1, 0, 0, 0, 0, 0]",fear,40,7
the time when someone let the air out of the tyres of my cycle,"[0, 0, 1, 0, 0, 0, 0]",anger,63,14
when i read a lot and did not remember anything,"[0, 0, 0, 1, 0, 0, 0]",sadness,48,10
the time that i had to put my dog to sleep,"[0, 0, 0, 0, 0, 0, 1]",guilt,43,11
long illness,"[0, 0, 0, 1, 0, 0, 0]",sadness,13,2
when i passed an exam,"[1, 0, 0, 0, 0, 0, 0]",joy,22,5
when i was travelling by tram i tripped and fell against the door i thought that i was going to fall out,"[0, 1, 0, 0, 0, 0, 0]",fear,108,22
when i missed the tram after having run for it,"[0, 0, 1, 0, 0, 0, 0]",anger,47,10
the inability to read a book at college,"[0, 0, 0, 1, 0, 0, 0]",sadness,40,8
if a guy one is not interested in makes advances,"[0, 0, 0, 0, 1, 0, 0]",disgust,49,10
i drink wine too often,"[0, 0, 0, 0, 0, 1, 0]",shame,23,5
i do not study enough as i do not understand it properly,"[0, 0, 0, 0, 0, 0, 1]",guilt,57,12
i worked at a lawyer office during summer and i got a very good reference from him,"[1, 0, 0, 0, 0, 0, 0]",joy,85,17
i had been watching a triller a dark night in the country and i had to go the outside toilet on my own,"[0, 1, 0, 0, 0, 0, 0]",fear,103,23
when i am accused of something i have not done i get unbelievably angry,"[0, 0, 1, 0, 0, 0, 0]",anger,73,14
when i began to read a thick book which i had a limited time to read also when i have a lot of work to do and i cannot keep up,"[0, 0, 0, 1, 0, 0, 0]",sadness,130,31
someone vomited on the street,"[0, 0, 0, 0, 1, 0, 0]",disgust,30,5
i can not think of any incident when i have felt very ashamed there are small incidents that i am ashamed of for instance not sending money to the children in ethiopia,"[0, 0, 0, 0, 0, 1, 0]",shame,172,32
i had lunch with my ex boyfriend and did not mention it to my fiancee i felt guilty despite the fact that i felt nothing for my ex boyfriend,"[0, 0, 0, 0, 0, 0, 1]",guilt,143,27
when i was finally qualified for my profession,"[1, 0, 0, 0, 0, 0, 0]",joy,47,8
someone attacked me with a knife,"[0, 1, 0, 0, 0, 0, 0]",fear,33,6
someone drove into my car and then denied that it had happened,"[0, 0, 1, 0, 0, 0, 0]",anger,63,12
when i was told that my friend wife had cancer,"[0, 0, 0, 1, 0, 0, 0]",sadness,49,10
when i saw a dog which had been knocked down by a car,"[0, 0, 0, 0, 1, 0, 0]",disgust,54,13
when i boxed my child ears,"[0, 0, 0, 0, 0, 1, 0]",shame,29,6
when i was fined for speeding,"[0, 0, 0, 0, 0, 0, 1]",guilt,30,6
i stopped working had a boring job,"[1, 0, 0, 0, 0, 0, 0]",joy,37,7
i was going home by car late one night when it was cold dark and windy i became rather panicky on the way to my house,"[0, 1, 0, 0, 0, 0, 0]",fear,121,26
quarrel in the family,"[0, 0, 1, 0, 0, 0, 0]",anger,22,4
when i am alone in a room with no contact with anyone loneliness drains me,"[0, 0, 0, 1, 0, 0, 0]",sadness,77,16
when i was on holiday someone vomited in front of me,"[0, 0, 0, 0, 1, 0, 0]",disgust,53,11
emptied a bucket of water in a hospital,"[0, 0, 0, 0, 0, 1, 0]",shame,40,8
when i feigned sick leave from work,"[0, 0, 0, 0, 0, 0, 1]",guilt,36,7
when i get a hug from someone i love,"[1, 0, 0, 0, 0, 0, 0]",joy,37,9
i was driving very fast on a small road and i met an oncoming car in a right handed bend the other driver was on his own side of the road and i had to skid out of it to avoid a collision it was dark,"[0, 1, 0, 0, 0, 0, 0]",fear,203,46
my car had been towed away by the traffic police because it had been wrongly parked however the sign had been put up only after i had already parked,"[0, 0, 1, 0, 0, 0, 0]",anger,151,29
after an operation i had to stay in bed for a long time,"[0, 0, 0, 1, 0, 0, 0]",sadness,56,13
i was forced to stay in the canteen and eat the food that i had not asked for but got it anyway,"[0, 0, 0, 0, 1, 0, 0]",disgust,96,22
when i did not buy what i had promised to,"[0, 0, 0, 0, 0, 1, 0]",shame,42,10
by mistake i took a book from the library which was not supposed to be loaned out,"[0, 0, 0, 0, 0, 0, 1]",guilt,82,17
when i won an unexpected sum of money,"[1, 0, 0, 0, 0, 0, 0]",joy,38,8
my NUM year old daughter disappeared in a moment of inattention i was responsible for her,"[0, 1, 0, 0, 0, 0, 0]",fear,89,16
a colleague asked me for some advice and as he did not have enough confidence in me he asked a third person,"[0, 0, 1, 0, 0, 0, 0]",anger,108,22
i wanted to be pregnant and did not succeed so i was depressed at every menstruation,"[0, 0, 0, 1, 0, 0, 0]",sadness,89,16
in a warm bus full of people someone vomited and the whole bus stank,"[0, 0, 0, 0, 1, 0, 0]",disgust,70,14
i complained about a colleague behaviour as she goes back on her word is often absent and is irresponsible i found out that she was an alcoholic and was trying to fight againt her addiction,"[0, 0, 0, 0, 0, 1, 0]",shame,195,35
i spoke to my mother on the phone she had skin cancer and was waiting to be operated i forgot to ask her the date of the operation and just before finishing our conversation she gave me the date in passing,"[0, 0, 0, 0, 0, 0, 1]",guilt,210,41
when i was at a party i met an old friend from an adult education course we had not met for NUM years but had both thought a lot about each other a wonderful experience,"[1, 0, 0, 0, 0, 0, 0]",joy,171,35
when i was cycling through the park late one night two people jumped out of the woods and tried to stop me there were shouting something at the same time,"[0, 1, 0, 0, 0, 0, 0]",fear,157,30
when close relatives tried to dissuade me from studying psychology because of its low status,"[0, 0, 1, 0, 0, 0, 0]",anger,93,15
i had a long discussion on politics with an acquaintance he was more knowledgeable than me and i failed to explain my point of view and was misunderstood so i felt depressed and left,"[0, 0, 0, 1, 0, 0, 0]",sadness,185,34
when i read a newspaper article on a young girl who had been raped and assaulted one night by several men when she was unconscious,"[0, 0, 0, 0, 1, 0, 0]",disgust,131,25
my mother revealed personal details about me and the negative aspects of my character to other people when i was present but unable to defend myself,"[0, 0, 0, 0, 0, 1, 0]",shame,149,26
i was unfaithful to my partner once when he was working abroad for a long period,"[0, 0, 0, 0, 0, 0, 1]",guilt,81,16
when i recently got an appartment in central gottenburg,"[1, 0, 0, 0, 0, 0, 0]",joy,56,9
when i saw a large spider crawling up the wall,"[0, 1, 0, 0, 0, 0, 0]",fear,47,10
my employer took too many aspirins for a bad back and also drank an enormous amount of spirit this was dangerous and he did not understand that he had done anything wrong,"[0, 0, 1, 0, 0, 0, 0]",anger,174,32
when i left new york and all my family and my friends behind me,"[0, 0, 0, 1, 0, 0, 0]",sadness,65,14
when i slept with a guy because my best friend wanted me to he had never had intercourse with anyone and had a terrible complex about it,"[0, 0, 0, 0, 1, 0, 0]",disgust,139,27
when i dated a close girlfriend boyfriend a few times he told me that it was over between them and i accepted it when she found out she finished our friendship,"[0, 0, 0, 0, 0, 1, 0]",shame,165,31
when i broke off with my boyfriend after three years it was quite unexpected for him and there was no particular reason for the break up such as someone else,"[0, 0, 0, 0, 0, 0, 1]",guilt,161,30
when my son returned from mountaineering healthy in body and soul,"[1, 0, 0, 0, 0, 0, 0]",joy,68,12
when one meets new people with whom one is forced to collaborate with,"[0, 1, 0, 0, 0, 0, 0]",fear,70,13
the sports fishermen who catch gulls instead of fish with their hooks it is often a mistake but it makes me angry,"[0, 0, 1, 0, 0, 0, 0]",anger,117,22
i feel sad about an event i can not influence,"[0, 0, 0, 1, 0, 0, 0]",sadness,46,10
when a member of the family complains about the food that is served it disgusts me,"[0, 0, 0, 0, 1, 0, 0]",disgust,84,16
i have chosen to put my son in a private school were the examination marks are low every time that he gives me his term results i am left with a sense of guilt,"[0, 0, 0, 0, 0, 0, 1]",guilt,162,34
when i was informed that i had been accepted as a student of psychology,"[1, 0, 0, 0, 0, 0, 0]",joy,72,14
when i was in a little fishing boat and we ran into hard weather in the open sea,"[0, 1, 0, 0, 0, 0, 0]",fear,81,18
when i found out that the guy i was dating at a particular time had a steady relationship going on with someone else for a long time,"[0, 0, 1, 0, 0, 0, 0]",anger,133,27
i felt sad and depressed when i heard that our cat had died,"[0, 0, 0, 1, 0, 0, 0]",sadness,60,13
when i was working as a nurse in a mental hospital a patient ate up the contents of another patient spitoon,"[0, 0, 0, 0, 1, 0, 0]",disgust,111,21
at primary school when i vomited in front of others in the middle of a lesson,"[0, 0, 0, 0, 0, 1, 0]",shame,80,16
i arrived an hour late for an important meeting i had misunderstood the time,"[0, 0, 0, 0, 0, 0, 1]",guilt,80,15
when i was acceptted as a student of psychology,"[1, 0, 0, 0, 0, 0, 0]",joy,48,9
when my son has a pain in his leg for no apparent reason,"[0, 1, 0, 0, 0, 0, 0]",fear,59,13
when after a week at school a teacher sent a note home saying that my son was inattentive and unable to do his lessons,"[0, 0, 1, 0, 0, 0, 0]",anger,121,24
when i thought that it was going to be impossible for me to start studying due to wrong information from the student advisor,"[0, 0, 0, 1, 0, 0, 0]",sadness,127,23
at a certain person lack of cleanliness at home and personally,"[0, 0, 0, 0, 1, 0, 0]",disgust,66,11
when i made the same mistake that i had accused someone else of and this was obvious to a third pereson,"[0, 0, 0, 0, 0, 1, 0]",shame,105,21
when i lost something that was valuable to my sister,"[0, 0, 0, 0, 0, 0, 1]",guilt,53,10
when my son was born,"[1, 0, 0, 0, 0, 0, 0]",joy,21,5
when i nearly drowned in icy water wearing ice skates it was difficult to get out,"[0, 1, 0, 0, 0, 0, 0]",fear,84,16
when i was pointed out as a problem child in primary school and my mother took the teacher point of view,"[0, 0, 1, 0, 0, 0, 0]",anger,107,21
when i was accused of neglecting work for the wrong reasons,"[0, 0, 0, 1, 0, 0, 0]",sadness,60,11
my parents attitude towards each other when they should become reconciled despite my father long time addiction,"[0, 0, 0, 0, 1, 0, 0]",disgust,115,16
when i was caught stealing money from my father,"[0, 0, 0, 0, 0, 1, 0]",shame,48,9
i stole a coconut cake from a reception table and when i put in my mouth i realized that the host was watching me,"[0, 0, 0, 0, 0, 0, 1]",guilt,114,24
when after NUM months of national service i was downgraded and did not have to do the remaining NUM months,"[1, 0, 0, 0, 0, 0, 0]",joy,108,20
when i was reprimanded by the manager of the hotel where i worked during autumn NUM,"[0, 1, 0, 0, 0, 0, 0]",fear,85,16
when my parents drove me to a nearby place and went home immediately instead of waiting a few hours they could have easily waited,"[0, 0, 1, 0, 0, 0, 0]",anger,132,24
when my ex girlfriend and i discovered that there was a certain risk of her being pregnant,"[0, 0, 0, 1, 0, 0, 0]",sadness,91,16
when i was about to clean the draining board and saw it looked underneath the sink i live in a students hostel,"[0, 0, 0, 0, 1, 0, 0]",disgust,113,22
when my mother caught me masturbating,"[0, 0, 0, 0, 0, 1, 0]",shame,38,6
as the only person in my family into academics i ought to have looked after my younger and only sister better with respect to her education and life experiences,"[0, 0, 0, 0, 0, 0, 1]",guilt,165,29
when my older sister told us that she was thinking of joining the rest of the family for the winter sports holiday,"[1, 0, 0, 0, 0, 0, 0]",joy,115,22
